Category,Commodity,Test Type,Parameter,Units,Test Description,Compliance,Test TAT,Method,Key_Parameter,Min. Value,Max Value,Min FSSAI Acceptable Value,Max FSSAI Acceptable Value,Min FSSAI Acceptable Value - Organic,Max FSSAI Acceptable Value - Organic,Price,Key Parameter (For Organic),,"Category, Commodity, Parameter",,,,Unique Category,Unique Commodity,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Pyridalyl, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Pyridalyl, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Pyriproxyfen, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Pyriproxyfen, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Quinalphos, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Quinalphos, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Spinosad, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Spinosad, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Spiromesifen, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Spiromesifen, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Tebuconazole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Tebuconazole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Thiacloprid, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Thiacloprid, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Thiodicarb, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Thiodicarb, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Thiamethoxam, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Thiamethoxam, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Triadimefon, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Triadimefon, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Trifloxystrobin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Trifloxystrobin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Triazophos, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Triazophos, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Tricyclazole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Tricyclazole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Spinetoram and its metabolites
(Spinosyn-J and Spinosyn-L), mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Spinetoram and its metabolites
(Spinosyn-J and Spinosyn-L), mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Spirotetramat, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Spirotetramat, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Abamectin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Abamectin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Dithiocarbamates (the residue tolerance limit are determined and expressed as mg/CS2/kg and refer separately to the residues arising from any or each group of dithiocarbamates),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Dithiocarbamates (the residue tolerance limit are determined and expressed as mg/CS2/kg and refer separately to the residues arising from any or each group of dithiocarbamates)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Mancozeb, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Mancozeb, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Metiram as CS2, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Metiram as CS2, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"(b) Ethylene bis- dithiocarbamates resulting from the use of mancozeb, maneb or zineb (including zineb derived from nabam plus zinc
sulphate)",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole (b) Ethylene bis- dithiocarbamates resulting from the use of mancozeb, maneb or zineb (including zineb derived from nabam plus zinc
sulphate)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"2,4-Dichlorophenoxy Acetic Acid",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole 2,4-Dichlorophenoxy Acetic Acid",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Acephate (expressed as mixture of Methamidophos and acephate).,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Acephate (expressed as mixture of Methamidophos and acephate).",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Alachlor,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Alachlor",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Alpha cypermethrin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Alpha cypermethrin",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Ametroctradin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Ametroctradin",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Anilophos,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Anilophos",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Atrazine,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Atrazine",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Azimsulfuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Azimsulfuron",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Benfuracarb,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Benfuracarb",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Sum of benomyl and carbendazim expressed as carbendazim,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Sum of benomyl and carbendazim expressed as carbendazim",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Bensulfuron Methyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Bensulfuron Methyl",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Beta Cyfluthrin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Beta Cyfluthrin",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Bifenthrin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Bifenthrin",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Bispyribac Sodium,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Bispyribac Sodium",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Bitertanol,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Bitertanol",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Butachlor,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Butachlor",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Captan,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Captan",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Carbendazim,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Carbendazim",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Banned Pesticide Residue,Carbofuran (sum of carbofuran and 3-hydroxy carbofuran expressed as carbofuran),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Carbofuran (sum of carbofuran and 3-hydroxy carbofuran expressed as carbofuran)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Carfentrazone Ethyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Carfentrazone Ethyl",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Carpropamid,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Carpropamid",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Cartap Hydrochloride,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Cartap Hydrochloride",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Chlorfluazuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Chlorfluazuron",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Chlorimuron ethyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Chlorimuron ethyl",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Chlormequat Chloride (CCC),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Chlormequat Chloride (CCC)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Chlorothalonil,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Chlorothalonil",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Chlorpropham,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Chlorpropham",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Chlorpyriphos,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Chlorpyriphos",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Chlothianidin (Chlothianidin and its metabolites Thiazolymethylguanidine (TMG), Thiazolymethylurea (TZMU), Methylnitroguanidine (MNG) TMG)",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Chlothianidin (Chlothianidin and its metabolites Thiazolymethylguanidine (TMG), Thiazolymethylurea (TZMU), Methylnitroguanidine (MNG) TMG)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Chromafenozide,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Chromafenozide",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Cinmethylene,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Cinmethylene",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Clodinafop-propargyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Clodinafop-propargyl",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Clomazone,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Clomazone",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Copper Hydroxide (Copper determined as elemental copper),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Copper Hydroxide (Copper determined as elemental copper)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Copper Oxychloride (Copper determined as elemental copper), mg/ kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Copper Oxychloride (Copper determined as elemental copper), mg/ kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Copper Sulphate (Copper determined as elemental copper,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Copper Sulphate (Copper determined as elemental copper",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Cyazofamid,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Cyazofamid",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Cyhalofop-butyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Cyhalofop-butyl",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Cymoxanil,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Cymoxanil",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Cypermethrin (sum of isomers) (Fat soluble residue),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Cypermethrin (sum of isomers) (Fat soluble residue)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Dichlorvos (DDVP) (content of di- chloroacetaldehyde (D.C.A.) be reported where possible),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Dichlorvos (DDVP) (content of di- chloroacetaldehyde (D.C.A.) be reported where possible)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Diclofop (sum diclofop-methyl and diclofop
acid expressed as diclofop-methyl)”",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Diclofop (sum diclofop-methyl and diclofop
acid expressed as diclofop-methyl)”",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Diclosulam,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Diclosulam",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Diflubenzuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Diflubenzuron",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Dimethomorph,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Dimethomorph",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Dinocap,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Dinocap",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Dinotefuran,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Dinotefuran",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Dithianon,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Dithianon",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Diuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Diuron",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Dodine,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Dodine",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Edifenphos,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Edifenphos",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Emamectin Benzoate,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Emamectin Benzoate",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,"Epoxyconazole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Epoxyconazole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Ethephon,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Ethephon",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Ethion(Residues to be determined as ethion and its oxygen analogue and expressed as ethion),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Ethion(Residues to be determined as ethion and its oxygen analogue and expressed as ethion)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Ethofenprox (Etofenprox),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Ethofenprox (Etofenprox)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Ethoxysulfuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Ethoxysulfuron",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Etoxazole,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Etoxazole",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Famoxadone,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Famoxadone",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Fenamidone,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Fenamidone",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Fenarimol,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Fenarimol",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Fenobucarb (BPMC),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Fenobucarb (BPMC)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Fenoxaprop-p-ethyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Fenoxaprop-p-ethyl",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Fenvalerate (Fat soluble residue),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Fenvalerate (Fat soluble residue)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Flonicamid,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Flonicamid",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Fluazifop-p-butyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Fluazifop-p-butyl",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Fluchloralin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Fluchloralin",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Flufenacet,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Flufenacet",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Fluvalinate,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Fluvalinate",,,,,,,
"Herbs, Spices & Condiments",Turmeric Whole,Pesticide Residue,Forchlorfenuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Whole Forchlorfenuron",,,,,,,
